2025-11-09 13:46:34,28.37,47.56,3.23,Normal,0.117
2025-11-09 13:46:34,28.37,47.56,3.23,Normal,0.1027
2025-11-09 13:46:36,30.11,50.94,3.23,Normal,0.175
2025-11-09 13:46:36,30.11,50.94,3.23,Normal,0.1524
2025-11-09 13:46:38,29.64,51.96,3.61,Normal,0.1707
2025-11-09 13:46:38,29.64,51.96,3.61,Normal,0.1589
2025-11-09 13:46:40,29.89,51.31,3.4,Normal,0.1669
2025-11-09 13:46:40,29.89,51.31,3.4,Normal,0.1546
2025-11-09 13:46:42,29.38,51.36,3.02,Normal,0.1781
2025-11-09 13:46:42,29.38,51.36,3.02,Normal,0.1593
2025-11-09 13:46:44,31.26,51.61,3.14,Normal,0.1621
2025-11-09 13:46:44,31.26,51.61,3.14,Normal,0.1469
2025-11-09 13:46:46,30.49,51.69,3.16,Normal,0.1722
2025-11-09 13:46:46,30.49,51.69,3.16,Normal,0.1614
2025-11-09 13:46:48,29.56,51.82,3.48,Normal,0.1705
2025-11-09 13:46:48,29.56,51.82,3.48,Normal,0.1608
2025-11-09 13:46:50,28.99,54.6,2.8,Normal,0.1766
2025-11-09 13:46:50,28.99,54.6,2.8,Normal,0.1787
2025-11-09 13:46:52,28.21,56.56,2.59,Normal,0.1542
2025-11-09 13:46:52,28.21,56.56,2.59,Normal,0.152
2025-11-09 13:46:54,28.86,58.1,2.73,Normal,0.1599
2025-11-09 13:46:54,28.86,58.1,2.73,Normal,0.1655
2025-11-09 13:46:56,28.4,54.99,3.24,Normal,0.1586
2025-11-09 13:46:56,28.4,54.99,3.24,Normal,0.167
2025-11-09 13:46:58,30.27,49.24,3.05,Normal,0.1571
2025-11-09 13:46:58,30.27,49.24,3.05,Normal,0.1415
2025-11-09 13:47:00,31.86,50.85,3.04,Normal,0.133
2025-11-09 13:47:00,31.86,50.85,3.04,Normal,0.1484
2025-11-09 13:47:02,31.97,53.5,2.46,Normal,0.1508
2025-11-09 13:47:02,31.97,53.5,2.46,Normal,0.149
2025-11-09 13:47:04,30.46,56.76,2.7,Normal,0.172
2025-11-09 13:47:04,30.46,56.76,2.7,Normal,0.172
2025-11-09 13:47:06,30.44,53.52,2.8,Normal,0.18
2025-11-09 13:47:06,30.44,53.52,2.8,Normal,0.1758
2025-11-09 13:47:08,30.36,55.52,2.91,Normal,0.177
2025-11-09 13:47:08,30.36,55.52,2.91,Normal,0.1824
2025-11-09 13:47:10,31.39,56.07,2.57,Normal,0.1643
2025-11-09 13:47:10,31.39,56.07,2.57,Normal,0.1641
2025-11-09 13:47:12,29.62,58.85,2.41,Normal,0.1618
2025-11-09 13:47:12,29.62,58.85,2.41,Normal,0.1604
2025-11-09 13:47:14,29.54,57.08,2.4,Normal,0.1671
2025-11-09 13:47:14,29.54,57.08,2.4,Normal,0.164
2025-11-09 13:47:16,29.59,58.58,2.87,Normal,0.1649
2025-11-09 13:47:16,29.59,58.58,2.87,Normal,0.172
2025-11-09 13:47:18,29.67,59.24,3.3,Normal,0.1679
2025-11-09 13:47:18,29.67,59.24,3.3,Normal,0.1743
2025-11-09 13:47:20,28.38,57.57,3.17,Normal,0.1597
2025-11-09 13:47:20,28.38,57.57,3.17,Normal,0.1615
